Product Title,Price,Area,Price per m²,Bedrooms,Toilets,Location
"Căn HH4C 3 phòng ngủ 2 vệ sinh, view thành phố cực đẹp","3,25 tỷ",77 m²,"42,21 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"Bán CC sổ hồng lâu dài Green Park Trần Thủ Độ, 3,8 tỷ, 55m2, 2PN, 2WC, full nội thất - 0969 002 ***","3,8 tỷ",55 m²,"69,09 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
"Bán CC 3PN view đẹp giá cực chất tại Trần Thủ Độ sổ hồng lâu dài giá 6,7tỷ, 99m2, Hoàng Mai, Hà Nội","6,7 tỷ",99 m²,"67,68 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"06 Căn hộ cao cấp Sun Hà Nam quỹ nội bộ CĐT giá gốc rẻ hơn tới 30%, chỉ 1,6 tỷ. Vốn 500tr","1,6 tỷ",68 m²,"23,53 tr/m²",2,2,"Phủ Lý, Hà Nam"
"Cần bán nhanh căn hộ 65m2, 5 phòng ngủ, cho thuê 30tr/tháng - toà CT2 Vĩnh Hoàng, Tam Trinh","3,6 tỷ",65 m²,"55,38 tr/m²",5,2,"Hoàng Văn Thụ, Hoàng Mai"
Chủ nhà cần bán gấp 2ngủ 75m2 Eco Lake View hồ Linh Đàm-giá chỉ nhỉnh 4tỷ. Lh: 0826 465 *** Mr. Dương,Giá thỏa thuận,76 m²,N/A,2,2,"Đại Kim, Hoàng Mai"
Bán căn hộ giá rẻ nhất chung cư Feliz Homes (2 ngủ: 4 tỷ và 3 ngủ: 5 tỷ) - 0981 757 ***,"5,4 tỷ",78 m²,"69,23 tr/m²",2,2,"Hoàng Văn Thụ, Hoàng Mai"
Siêu hot - căn hộ 2PN full nội thất - giá tốt nhất khu vực,"2,7 tỷ","54,3 m²","49,72 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Giỏ hàng độc quyền Sun Symphony, view sông Hàn, chỉ từ 47tr/m2, giá tốt nhất thị trường, CK cao","2,9 tỷ",40 m²,"72,5 tr/m²",2,1,"Sơn Trà, Đà Nẵng"
"Bán căn hộ đẹp tại Rice City Linh Đàm - giá tốt nhất chỉ 3,5 tỷ - 62,5m2","3,5 tỷ","62,5 m²",56 tr/m²,2,2,"Hoàng Liệt, Hoàng Mai"
"Bán căn hộ CC VP5 Bán Đảo Linh Đàm DT 72m2 căn góc, view hồ, 2PN 2VS. Giá 4,25 tỷ. LH 0983 282 ***","4,25 tỷ",72 m²,"59,03 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"(Giá thật) Quỹ căn hộ 71m2 CC Rose Town, cạnh BX Nước Ngầm, Hoàng Mai, Sổ Lâu dài, giá 4.4 tỷ","4,4 tỷ",75 m²,"58,67 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Bán CHCC Hateco Yên Sở - Hoàng Mai, DT: 107m2, 3 PN + 2 NVS, giá: 5,6 tỷ có GL, LH: 0964 835 ***","5,6 tỷ",107 m²,"52,34 tr/m²",3,2,"Yên Sở, Hoàng Mai"
"Bán CC HH1 Linh Đàm, 3,2 tỷ, 72m2, hot!","3,2 tỷ",72 m²,"44,44 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Bán căn hộ 2 ngủ, 2VS, 68m2, tòa nhà Green Park, số 1 Trần Thủ độ, Hoàng Mai",Giá thỏa thuận,68 m²,N/A,2,2,"Hoàng Liệt, Hoàng Mai"
"Chính chủ - bán chung cư N1 Lĩnh Nam - Minh Khai - Hoàng Mai, nội thất đầy đủ, sổ hồng vĩnh viễn",800 triệu,42 m²,"19,05 tr/m²",1,1,"Lĩnh Nam, Hoàng Mai"
"Bán CC Lidaco - Vinaconex 7. Số 19 Đại Từ - Hoàng Mai. DT 116,2m2 3PN 2VS. Giá 5,8tỷ. LH 0983 282 ***","5,8 tỷ","116,2 m²","49,91 tr/m²",3,2,"Đại Kim, Hoàng Mai"
Bán nhà Đại Kim nhà 91m2 đường Trần Hòa,"4,35 tỷ",91 m²,"47,8 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Mở bán - chung cư V1 Lĩnh Nam - Tam Trinh - Mai Động 36m2, 55m2, ở ngay, oto đỗ cửa. tặng vàng 24k",750 triệu,36 m²,"20,83 tr/m²",1,1,"Mai Động, Hoàng Mai"
"Bán căn 2 phòng ngủ đủ nội thất HH2C Linh Đàm, Hoàng Mai, bán cắt lỗ gấp","1,72 tỷ",46 m²,"37,39 tr/m²",2,1,"Hoàng Liệt, Hoàng Mai"
"Bán rẻ nhanh căn 3 phòng ngủ HH Linh Đàm, hỗ trợ vay ngân hàng, hợp đồng vĩnh viễn. LH 0915 057 ***","3,1 tỷ",78 m²,"39,74 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Chính chủ bán chung cư mini K5 - Tam Trinh - Lĩnh Nam 27m2, 35m2, 50m2, ô tô đỗ ngay sau Time city","1,18 tỷ",27 m²,"43,7 tr/m²",1,1,"Lĩnh Nam, Hoàng Mai"
"Em chuyên bán các căn hộ Kim văn Kim Lũ Nguyễn xiển như : Vinaconex 2 , Thông Tấn Xã , CT12, CT11",Giá thỏa thuận,60 m²,N/A,2,2,"Đại Kim, Hoàng Mai"
"Ngoại giao, chuyển nhượng, trực tiếp CĐT: Vay 0%/24t, CK 11%. 2PN 3,9 tỷ 71m2-3PN 4,1 tỷ 80m2,97m2",5 tỷ,90 m²,"55,56 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
"Bán căn hộ 78,5m2 2PN 2WC giá 4.1 tỷ chung cư Đồng Phát Park View","4,1 tỷ","78,5 m²","52,23 tr/m²",2,2,"Vĩnh Hưng, Hoàng Mai"
"06 Căn hộ cao cấp Sun Hà Nam quỹ nội bộ CĐT giá gốc rẻ hơn tới 30%, chỉ 1,6 tỷ. Vốn 500tr","1,6 tỷ",68 m²,"23,53 tr/m²",2,2,"Phủ Lý, Hà Nam"
bán căn hộ chung cư tòa CT2 Bắc Linh Đàm - 67m2 - 3 Ngủ - Full đồ mới,"3,6 tỷ",67 m²,"53,73 tr/m²",3,1,"Đại Kim, Hoàng Mai"
Chính chủ bán căn hồ Đền Lừ Đông Nam 60m2 full đồ sổ chính chủ,"3,4 tỷ",60 m²,"56,67 tr/m²",2,2,"Hoàng Văn Thụ, Hoàng Mai"
"Chính chủ cần bán Căn Góc CC Kim Văn Kim Lũ - Tòa C -Full nội thất. Giá hợp lý, có ra lộc đầu xuân!","2,85 tỷ","56,2 m²","50,71 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Bán căn hộ chung cư VP5 Linh Đàm, 3,3 tỷ, 61m2, 2PN, 2WC, nội thất cơ bản","3,3 tỷ",61 m²,"54,1 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Giỏ hàng độc quyền Sun Symphony, view sông Hàn, chỉ từ 47tr/m2, giá tốt nhất thị trường, CK cao","2,9 tỷ",40 m²,"72,5 tr/m²",2,1,"Sơn Trà, Đà Nẵng"
Duy nhất 1 căn hoa hậu 99m tầng trung tại Green Park.Giá nhỉnh 6 tỷ có thương lượng.LH: 0826 465 ***,Giá thỏa thuận,99 m²,N/A,3,2,"Hoàng Liệt, Hoàng Mai"
"Chốt 4,250 tỷ cho căn 2N - 68m2 tại Eco Lake, chủ cần bán luôn. LH: 0826 465 ***","4,25 tỷ",68 m²,"62,5 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Căn góc chung cư Kim Văn Kim Lũ, Đại Kim, Hoàng Mai, Hà Nội",Giá thỏa thuận,56 m²,N/A,2,2,"Đại Kim, Hoàng Mai"
Căn hộ 65m2 tòa CT12 Kim Văn Kim Lũ nhà full nội thất chỉ xách vali tới ở,Giá thỏa thuận,65 m²,N/A,2,2,"Đại Kim, Hoàng Mai"
"Hot! Em bán quỹ căn: 2 PN, 3PN, DT 68m2 đến 145m2 dự án HaNoi Melody - Linh Đàm. Giá tốt CK 38%","3,72 tỷ",76 m²,49 tr/m²,2,2,"Hoàng Liệt, Hoàng Mai"
"Bán CC 3PN, 2WC, 90m2, giá ưu đãi 4,6 tỷ tại Yên Sở, Hoàng Mai, Hà Nội","4,6 tỷ",90 m²,"51,11 tr/m²",3,2,"Yên Sở, Hoàng Mai"
"Chính chủ bán căn góc penthouse VP5 Bán Đảo Linh Đàm, view xuống hồ, DT 71.5m2, giá 2.85tỷ, nhà đẹp","2,85 tỷ","71,5 m²","39,86 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"4 tỷ 350 căn 2 ngủ 74m tòa CT1, Gelexia 885 Tam Trinh, Hoàng Mai, HN 0916 800 *** em Thu","4,35 tỷ",74 m²,"58,78 tr/m²",2,2,"Yên Sở, Hoàng Mai"
Cần tiền bán gấp căn hộ chung cư KĐT Định Công 59m2 2 ngủ giá 3.15 tỷ có thương lượng,"3,15 tỷ",59 m²,"53,39 tr/m²",2,N/A,"Định Công, Hoàng Mai"
"Chuyển công tác gia đình bán gấp chung cư CT2 Bắc Linh Đàm, 69m2 2PN 2VS 3.38 tỷ có thương lượng","4,4 tỷ",74 m²,"59,46 tr/m²",N/A,N/A,"Đại Kim, Hoàng Mai"
"Bán gấp căn 2 ngủ 83m2 Green Park Phương Đông giá 5 tỷ, giá tốt nhất thị trường, view đẹp",5 tỷ,83 m²,"60,24 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Cần bán chung cư Hoàng Dương 83 Ngọc Hồi, Hoàng Liệt, 82m, 3 PN, đầy đủ đồ đạc, 3.1 tỉ","3,1 tỷ",82 m²,"37,8 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
"Cần bán chung cư Hoàng Dương 83 Ngọc Hồi, Hoàng Liệt, 82m, 3 PN, đầy đủ đồ đạc, 3.1 tỉ","3,1 tỷ",82 m²,"37,8 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Bán căn 2PN đẹp nhất dự án Medoly Linh Đàm, giá từ 6x triệu, vay NH 70% ân hạn tới 24 tháng","4,52 tỷ",68 m²,"66,5 tr/m²",2,2,"Hoàng Liệt, Hoàng Mai"
"Bán căn hộ CC 2PN 2WC, 54,3m2 tại Kim Văn Kim Lũ, 2,62 tỷ giá ưu đãi","2,62 tỷ","54,3 m²","48,25 tr/m²",2,2,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
"Bán gấp căn 3 ngủ 104m2 Ecolake View giá 6,3 tỷ giá rẻ nhất thị trường, liên hệ xem nhà miễn phí","6,5 tỷ",104 m²,"62,5 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"06 Căn hộ cao cấp Sun Hà Nam quỹ nội bộ CĐT giá gốc rẻ hơn tới 30%, chỉ 1,6 tỷ. Vốn 500tr","1,6 tỷ",68 m²,"23,53 tr/m²",2,2,"Phủ Lý, Hà Nam"
"CỰC SOCK!! Bán căn hộ 2 ngủ Eco Lake View giá 4,2 tỷ, giá tốt nhất thị trường hiện tại.","4,2 tỷ",67 m²,"62,69 tr/m²",2,2,"Đại Kim, Hoàng Mai"
"Chính chủ mở bán Dự án mới - Khu Minh Khai - Lĩnh Nam ngõ ô tô, 35 -50m2 - 0983 169 ***","1,35 tỷ",35 m²,"38,57 tr/m²",1,1,"Lĩnh Nam, Hoàng Mai"
"Bán nhanh căn cc 2 ngủ HH1 Linh Đàm Hoàng Mai giá 1,8xx tỷ full nội thất mới đẹp","1,85 tỷ",46 m²,"40,22 tr/m²",2,1,"Hoàng Liệt, Hoàng Mai"
Bán căn hoa hậu 2 PN 80m2 Sunshine Palace giá chỉ 5 tỷ 5 đã có sổ đỏ liên hệ em Hoàng 0812 395 ***,"5,5 tỷ",85 m²,"64,71 tr/m²",2,2,"Mai Động, Hoàng Mai"
"Giỏ hàng độc quyền Sun Symphony, view sông Hàn, chỉ từ 47tr/m2, giá tốt nhất thị trường, CK cao","2,9 tỷ",40 m²,"72,5 tr/m²",2,1,"Sơn Trà, Đà Nẵng"
"Em Giang PKD Chủ đầu tư căn 3PN giá chỉ 5,1 tỷ, HTLS 0% 24th, CK 8% GTCH, quà tân gia 1 km vàng","5,1 tỷ",89 m²,"57,3 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
Bán căn hộ 3PN2VS 74m2 thoáng mát tại Nơ 7A Linh Đàm - giá tốt 4.25 tỷ,"4,25 tỷ",74 m²,"57,43 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Bán căn góc 3 ngủ full nội thất ban công Đông Nam cực đẹp Feliz Homes, tầng trung view cực thoáng","7,3 tỷ",115 m²,"63,48 tr/m²",3,2,"Hoàng Văn Thụ, Hoàng Mai"
GIÁ SỐC! QUỸ CĂN BÁN 2N - 3N SỔ ĐỎ LÂU DÀI ROSE TOWN CHỈ TỪ 3.X TỶ. LH: 0949 650 ***,Giá thỏa thuận,99 m²,N/A,3,2,"Hoàng Liệt, Hoàng Mai"
"Bán tập thể duplex 2T, 85m2, khu vực Tân Mai, 3 ngủ, có sân chơi rộng, 2 mặt ngõ, nhỉnh 3,5 tỷ","3,5 tỷ",85 m²,"41,18 tr/m²",3,2,"Tân Mai, Hoàng Mai"
"Chính chủ bán Căn hộ tầng 8 CT3 chung cư HUD Bắc Linh Đàm, 4,8 tỷ, 83 m2, 3PN + 2WC","4,8 tỷ",83 m²,"57,83 tr/m²",3,2,"Đại Kim, Hoàng Mai"
"Bán tập thể tầng 1, khu Đền Lừ, 3. X tỷ, ô tô, kinh doanh, 2 ngủ, 68m2, full nội thất, ở luôn",3 tỷ,68 m²,"44,12 tr/m²",2,1,"Hoàng Văn Thụ, Hoàng Mai"
"Bán căn hộ C The Two Gamuda DT: 80m2 gồm 2 ngủ + 2 wc, full nội thất Giá 5.6tỷ TL 0962 552 ***","5,6 tỷ",80 m²,70 tr/m²,2,2,"Yên Sở, Hoàng Mai"
Chính chủ cần bán gấp căn 2 ngủ 82m2 sẵn sổ Eco Lake View chỉ hơn 4 tỷ. LH: 0949 650 ***,Giá thỏa thuận,82 m²,N/A,2,2,"Đại Kim, Hoàng Mai"
"Bán CHCC Đồng Tàu - Thịnh Liệt, DT: 65m2, 2PN + VS, giá 3,45tỷ có TL. LH: 0962 552 ***","3,45 tỷ",65 m²,"53,08 tr/m²",2,1,"Thịnh Liệt, Hoàng Mai"
"Bán gấp CC 73m2 tại The Zen Residence, 6,1 tỷ, 2PN, 2WC, H. Hoàng Mai, HN","6,1 tỷ",73 m²,"83,56 tr/m²",2,2,"Yên Sở, Hoàng Mai"
"Chính chủ bán CHCC 151A Nguyễn Đức Cảnh DT: 90m2 2ngủ, 2 WC. Giá 4.35tỷ có TL, LH: 0962 552 ***","4,35 tỷ",90 m²,"48,33 tr/m²",3,2,"Tương Mai, Hoàng Mai"
"Chuẩn bị ra mắt shophouse, biệt thự Phú Thị Riverside tại Phú Thị, Gia Lâm dự kiến từ 11,5 tỷ/căn",N/A,N/A,N/A,N/A,N/A,N/A
CC bán CHCC Vật Tư Du Lịch - Trần Thủ Độ. DT: 80m2. 3PN + 2NVS. Giá: 4.35tỷ. LH: 0962 552 ***,"4,35 tỷ",80 m²,"54,38 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"CC bán căn chung cư 987 Tam Trinh. Căn góc, DT: 60m2, 2ngủ, 2VS, giá 3.3tỷ có TL: LH: 0962 552 ***","3,3 tỷ",60 m²,55 tr/m²,2,2,"Yên Sở, Hoàng Mai"
Bán CHCC T&T Riverview 440 Vĩnh Hưng DT 80m2 có 2PN 2WC view cực thoáng đẹp,"4,7 tỷ",80 m²,"58,75 tr/m²",2,2,"Vĩnh Hưng, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Hoàng Liệt, Hoàng Mai"
N/A,N/A,N/A,N/A,N/A,N/A,"Đại Kim, Hoàng Mai"
"Bán căn 3PN 96m2 giá rẻ nhất dự án Melody, giảm 500tr so với giá gốc, kí trực tiếp CĐT, HTLS 24T","4,5 tỷ",96 m²,"46,88 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
"06 Căn hộ cao cấp Sun Hà Nam quỹ nội bộ CĐT giá gốc rẻ hơn tới 30%, chỉ 1,6 tỷ. Vốn 500tr","1,6 tỷ",68 m²,"23,53 tr/m²",2,2,"Phủ Lý, Hà Nam"
"Bán căn hộ C The Zen Gamuda DT 60m2 gồm 1 ngủ + wc, full nội thất giá 4.2 tỷ TL","4,2 tỷ",60 m²,70 tr/m²,1,1,"Yên Sở, Hoàng Mai"
"CC bán căn hộ CC cao cấp Hateco Hoàng Mai. DT 82m2 giá 4.3tỷ, LH: 0962 552 ***","4,3 tỷ",82 m²,"52,44 tr/m²",3,2,"Yên Sở, Hoàng Mai"
"Chính chủ bán CH 2PN 85m2, giá: 4,9 tỷ tại Gelexia 885 Tam Trinh. LH: 0962 552 ***","4,9 tỷ",85 m²,"57,65 tr/m²",3,2,"Yên Sở, Hoàng Mai"
"CC bán căn hộ CC cao cấp tòa B Hateco Hoàng Mai. 97m2 giá 4.8 tỷ, LH: 0962 55279","4,8 tỷ",97 m²,"49,48 tr/m²",2,2,"Yên Sở, Hoàng Mai"
"Cần bán gấp căn hộ 3PN Handico Complex, 79,4m2 view hồ công viên Thanh Xuân, giá rất hợp lý và rẻ","5,2 tỷ","79,4 m²","65,5 tr/m²",3,2,"Thanh Xuân, Hà Nội"
CC bán CHCC Hateco Hoàng Mai. DT 112m2 3PN 2WC căn góc view hồ cực thoáng LH 0962 552 ***,5 tỷ,112 m²,"44,64 tr/m²",3,2,"Yên Sở, Hoàng Mai"
"CC cần bán căn chung cư Đồng Phát Park View. 80m2, 2PN và 2WC 4.5tỷ có TL, LH: 0962 552 ***","4,5 tỷ",80 m²,"56,25 tr/m²",2,2,"Vĩnh Hưng, Hoàng Mai"
"CC bán căn hộ CC cao cấp tòa B Hateco Hoàng Mai. 65m2 giá 3.6tỷ, LH: 0962 55279","3,6 tỷ",65 m²,"55,38 tr/m²",2,2,"Yên Sở, Hoàng Mai"
CC cần bán căn chung cư Hồng Hà 89 Thịnh Liệt. DT 60m2 2 ngủ + 2WC giá 3.5tỷ có TL: LH: 0962 552 ***,"3,5 tỷ",60 m²,"58,33 tr/m²",2,2,"Thịnh Liệt, Hoàng Mai"
"CC bán căn hộ 3ngủ chung cư Nơ 1B Bán đảo Linh Đàm DT75m2, full nội thất đẹp LH 0962 552 ***","4,4 tỷ",75 m²,"58,67 tr/m²",3,2,"Hoàng Liệt, Hoàng Mai"
